[MINUTE], [VALUE], [SHARES OWNED = 0]
1.0,102.0
2.0,92.0
3.0,102.0
4.0,95.0
5.0,87.0
6.0,96.0
7.0,92.0
8.0,102.0
9.0,103.0
10.0,78.0
11.0,8.0
1.0,2.0
1.0,2.0
1.0,2.0
2.0,2.0
3.0,2.036221844958824
4.0,11.561458284444253
5.0,12.213998263418006
6.0,19.482416729509566
7.0,11.355048746213317
8.0,20.034931917538024
9.0,15.080171534660025
10.0,13.737522971796238
11.0,12.630008871467464
12.0,19.768507150307695
13.0,19.095398403801177
14.0,10.343005821485317
15.0,16.015219809976315
16.0,18.411390388506298
17.0,24.27336410511638
18.0,32.460030392546486
19.0,24.10656644152874
20.0,21.84485593841815
21.0,20.766536079513315
22.0,14.214484390345
23.0,12.213070434467078
24.0,14.432424041782706
25.0,8.3996563328052
26.0,13.237232899533833
27.0,21.49942915360356
28.0,24.935400104902392
29.0,34.0573151018853
30.0,37.95420708135141
31.0,38.793669753066126
32.0,41.34084128342792
1.0,35.753972878858995
2.0,44.1238802062455
3.0,50.137004199006924
4.0,51.96258243211963
5.0,53.3720419549117
6.0,48.82430651657592
7.0,56.322627114842774
1.0,49.53151717085193
