[MINUTE], [VALUE], [SHARES OWNED = 0]
1.0,57.0
2.0,59.0
3.0,104.0
4.0,120.0
5.0,158.0
6.0,207.0
7.0,208.0
8.0,107.0
9.0,102.0
10.0,98.0
11.0,78.0
1.0,83.73629614971006
1.0,90.93376407860339
1.0,81.8900322371001
1.0,82.74779296570468
2.0,80.2564907374932
1.0,70.99711657279336
1.0,66.28180228167558
2.0,70.50443739322967
1.0,78.69789403347504
1.0,79.63127736793096
2.0,76.00184056035685
1.0,72.07215941639328
2.0,69.65099715907675
3.0,65.87473908078319
4.0,69.26346208375546
5.0,61.59048780480039
6.0,64.46671113871513
7.0,73.18133523686052
8.0,80.62949968354972
9.0,77.73845546355267
10.0,85.39738803040538
11.0,85.42872744632572
12.0,81.05733458340966
13.0,79.91689102571395
14.0,87.30323533861522
15.0,85.02240580187505
1.0,92.14601519257815
